model,infMethod,modelSize,time
hlr,Lightweight_MH,9,16.226026438
hlr,Lightweight_MH,9,16.417066763
hlr,Lightweight_MH,9,14.486387508
hlr,Lightweight_MH,9,15.554227374
hlr,Lightweight_MH,9,15.398860662
hlr,Lightweight_MH,9,14.281884905
hlr,Lightweight_MH,9,15.431683708
hlr,Lightweight_MH,9,15.308848258
hlr,Lightweight_MH,10,16.043147763
hlr,Lightweight_MH,10,17.649696808
hlr,Lightweight_MH,10,16.578376772
hlr,Lightweight_MH,10,16.421881631
hlr,Lightweight_MH,10,17.930660777
hlr,Lightweight_MH,10,15.86220045
hlr,Lightweight_MH,10,16.93319656
hlr,Lightweight_MH,10,17.79786881
hlr,Lightweight_MH,10,16.044755546
hlr,Lightweight_MH,10,17.706367633
hlr,Lightweight_MH,10,17.959382706
hlr,Lightweight_MH,10,17.094914046
hlr,Lightweight_MH,10,18.541389299
hlr,Lightweight_MH,10,16.84274265
hlr,Lightweight_MH,10,18.155969527
hlr,Lightweight_MH,10,18.883567217
hlr,Lightweight_MH,10,16.017833532
hlr,Lightweight_MH,10,17.481966095
hlr,Lightweight_MH,10,17.595282269
hlr,Lightweight_MH,10,16.504161629
hlr,Incremental_MH,1,0.580280768
hlr,Incremental_MH,1,0.608817041
hlr,Incremental_MH,1,0.785087935
hlr,Incremental_MH,1,0.737601392
hlr,Incremental_MH,1,0.853093121
hlr,Incremental_MH,1,0.790635613
hlr,Incremental_MH,1,0.487868593
hlr,Incremental_MH,1,0.810821647
hlr,Incremental_MH,1,0.71289272
hlr,Incremental_MH,1,0.457782269
hlr,Incremental_MH,1,0.575504312
hlr,Incremental_MH,1,0.76252591
hlr,Incremental_MH,1,0.774553865
hlr,Incremental_MH,1,0.921294387
hlr,Incremental_MH,1,0.705545674
hlr,Incremental_MH,1,0.76772194
hlr,Incremental_MH,1,0.407687022
hlr,Incremental_MH,1,0.651527029
hlr,Incremental_MH,1,0.570897654
hlr,Incremental_MH,1,0.523876357
hlr,Incremental_MH,2,0.449033119
hlr,Incremental_MH,2,0.787582252
hlr,Incremental_MH,2,0.782704651
hlr,Incremental_MH,2,0.711628262
hlr,Incremental_MH,2,0.668835622
hlr,Incremental_MH,2,0.703844615
hlr,Incremental_MH,2,0.761950967
hlr,Incremental_MH,2,0.747235628
hlr,Incremental_MH,2,0.473708055
hlr,Incremental_MH,2,0.907316829
hlr,Incremental_MH,2,0.554364646
hlr,Incremental_MH,2,0.625577048
hlr,Incremental_MH,2,0.658150344
hlr,Incremental_MH,2,0.814702754
hlr,Incremental_MH,2,0.6424638
hlr,Incremental_MH,2,0.87777458
hlr,Incremental_MH,2,0.657645305
hlr,Incremental_MH,2,0.796971886
hlr,Incremental_MH,2,0.846919636
hlr,Incremental_MH,2,0.583854641
hlr,Incremental_MH,3,0.857636206
hlr,Incremental_MH,3,0.830211458
hlr,Incremental_MH,3,0.715744071
hlr,Incremental_MH,3,0.929379115
hlr,Incremental_MH,3,0.765660986
hlr,Incremental_MH,3,0.763337605
hlr,Incremental_MH,3,0.54728086
hlr,Incremental_MH,3,0.592869304
hlr,Incremental_MH,3,0.561412718
hlr,Incremental_MH,3,0.545686263
hlr,Incremental_MH,3,0.706840738
hlr,Incremental_MH,3,0.812310768
hlr,Incremental_MH,3,0.61143914
hlr,Incremental_MH,3,0.78870151
hlr,Incremental_MH,3,1.008108836
hlr,Incremental_MH,3,0.837284946
hlr,Incremental_MH,3,0.618026654
hlr,Incremental_MH,3,0.625470332
hlr,Incremental_MH,3,0.656096476
hlr,Incremental_MH,3,0.611740497
hlr,Incremental_MH,4,0.891294468
hlr,Incremental_MH,4,0.814109262
hlr,Incremental_MH,4,0.624283715
hlr,Incremental_MH,4,0.862149932
hlr,Incremental_MH,4,0.870475448
hlr,Incremental_MH,4,0.574529082
hlr,Incremental_MH,4,0.410400501
hlr,Incremental_MH,4,0.59449909
hlr,Incremental_MH,4,1.059344734
hlr,Incremental_MH,4,0.67962047
hlr,Incremental_MH,4,1.003465558
hlr,Incremental_MH,4,0.62079345
hlr,Incremental_MH,4,0.580060156
hlr,Incremental_MH,4,0.693567832
hlr,Incremental_MH,4,0.63621151
hlr,Incremental_MH,4,0.907237736
hlr,Incremental_MH,4,0.723788677
hlr,Incremental_MH,4,0.495108437
hlr,Incremental_MH,4,0.662514059
hlr,Incremental_MH,4,0.517473172
hlr,Incremental_MH,5,0.601623426
hlr,Incremental_MH,5,0.79560602
hlr,Incremental_MH,5,0.765175239
hlr,Incremental_MH,5,0.499546022
hlr,Incremental_MH,5,0.900258855
hlr,Incremental_MH,5,0.577286913
hlr,Incremental_MH,5,0.584385358
hlr,Incremental_MH,5,0.606686721
hlr,Incremental_MH,5,0.52395364
hlr,Incremental_MH,5,0.493859091
hlr,Incremental_MH,5,0.463844491
hlr,Incremental_MH,5,0.649575368
hlr,Incremental_MH,5,0.620734416
hlr,Incremental_MH,5,0.522381427
hlr,Incremental_MH,5,0.787646202
hlr,Incremental_MH,5,0.717960833
hlr,Incremental_MH,5,0.515143128
hlr,Incremental_MH,5,0.436684862
hlr,Incremental_MH,5,0.681093897
hlr,Incremental_MH,5,0.567901231
hlr,Incremental_MH,6,0.739626147
hlr,Incremental_MH,6,0.869630671
hlr,Incremental_MH,6,0.577462028
hlr,Incremental_MH,6,0.64761354
hlr,Incremental_MH,6,0.821510395
hlr,Incremental_MH,6,0.466920655
hlr,Incremental_MH,6,0.755077781
hlr,Incremental_MH,6,0.615698019
hlr,Incremental_MH,6,0.883489279
hlr,Incremental_MH,6,0.906352399
hlr,Incremental_MH,6,0.7336804
hlr,Incremental_MH,6,0.584145784
hlr,Incremental_MH,6,0.830291571
hlr,Incremental_MH,6,0.740612459
hlr,Incremental_MH,6,0.636612759
hlr,Incremental_MH,6,0.86056766
hlr,Incremental_MH,6,0.69017316
hlr,Incremental_MH,6,0.814902092
hlr,Incremental_MH,6,0.57405979
hlr,Incremental_MH,6,0.48645049
hlr,Incremental_MH,7,0.692442465
hlr,Incremental_MH,7,0.856575553
hlr,Incremental_MH,7,0.4753928
hlr,Incremental_MH,7,0.627291026
hlr,Incremental_MH,7,0.690003623
hlr,Incremental_MH,7,0.754575436
hlr,Incremental_MH,7,0.613156212
hlr,Incremental_MH,7,0.818390307
hlr,Incremental_MH,7,0.815997134
hlr,Incremental_MH,7,0.645337796
hlr,Incremental_MH,7,1.002941104
hlr,Incremental_MH,7,0.758158502
hlr,Incremental_MH,7,0.851167075
hlr,Incremental_MH,7,0.614096047
hlr,Incremental_MH,7,0.930998785
hlr,Incremental_MH,7,0.70484603
hlr,Incremental_MH,7,0.802769629
hlr,Incremental_MH,7,0.703429258
hlr,Incremental_MH,7,1.070290693
hlr,Incremental_MH,7,0.810453777
hlr,Incremental_MH,8,0.87708611
hlr,Incremental_MH,8,0.654732679
hlr,Incremental_MH,8,0.738715314
hlr,Incremental_MH,8,0.663457174
hlr,Incremental_MH,8,0.600092717
hlr,Incremental_MH,8,1.031927327
hlr,Incremental_MH,8,0.735611569
hlr,Incremental_MH,8,0.625414894
hlr,Incremental_MH,8,0.985351986
hlr,Incremental_MH,8,0.72652985
hlr,Incremental_MH,8,0.917574417
hlr,Incremental_MH,8,0.904914224
hlr,Incremental_MH,8,0.726186059
hlr,Incremental_MH,8,0.902732829
hlr,Incremental_MH,8,0.535647679
hlr,Incremental_MH,8,0.772531834
hlr,Incremental_MH,8,1.093809773
hlr,Incremental_MH,8,0.580516273
hlr,Incremental_MH,8,1.075226421
hlr,Incremental_MH,8,0.835061628
hlr,Incremental_MH,9,0.786002914
hlr,Incremental_MH,9,0.710561458
hlr,Incremental_MH,9,1.039573172
hlr,Incremental_MH,9,0.906979017
hlr,Incremental_MH,9,0.822779933
hlr,Incremental_MH,9,0.775417022
hlr,Incremental_MH,9,0.823623394
hlr,Incremental_MH,9,0.668622974
hlr,Incremental_MH,9,0.805564371
hlr,Incremental_MH,9,0.657854277
hlr,Incremental_MH,9,0.797513814
hlr,Incremental_MH,9,0.796191985
hlr,Incremental_MH,9,1.003110672
hlr,Incremental_MH,9,0.866996425
hlr,Incremental_MH,9,1.095860754
hlr,Incremental_MH,9,0.675589978
hlr,Incremental_MH,9,1.194880794
hlr,Incremental_MH,9,0.778190588
hlr,Incremental_MH,9,0.739091346
hlr,Incremental_MH,9,0.682959056
hlr,Incremental_MH,10,0.780337218
hlr,Incremental_MH,10,0.634864133
hlr,Incremental_MH,10,0.827422519
hlr,Incremental_MH,10,0.676175507
hlr,Incremental_MH,10,0.730619479
hlr,Incremental_MH,10,0.908852764
hlr,Incremental_MH,10,0.947177044
hlr,Incremental_MH,10,1.078500076
hlr,Incremental_MH,10,0.777414861
hlr,Incremental_MH,10,1.384164905
hlr,Incremental_MH,10,0.787755693
hlr,Incremental_MH,10,1.23220943
hlr,Incremental_MH,10,0.880216487
hlr,Incremental_MH,10,0.999729224
hlr,Incremental_MH,10,0.995998228
hlr,Incremental_MH,10,0.566387446
hlr,Incremental_MH,10,0.819942332
hlr,Incremental_MH,10,1.046075784
hlr,Incremental_MH,10,0.660543304
hlr,Incremental_MH,10,0.580156176
